customer_id,gender,age,married,number_of_dependents,city,zip_code,latitude,longitude,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,customer_status,churn_category,churn_reason
1710-RCXUS,Male,53,Yes,0,Orange,92866,33.78459700,-117.84453500,0,51,None,Yes,9.21,Yes,Yes,"Fiber Optic",30.00,No,Yes,No,No,No,Yes,Yes,Yes,"One Year",Yes,"Credit Card",90.35,4614.55,0.00,0.00,469.71,5084.26,Stayed,,
1716-LSAMB,Male,21,Yes,1,"Santa Ana",92701,33.74847800,-117.85891800,1,45,None,Yes,45.21,No,Yes,Cable,59.00,Yes,No,No,Yes,No,No,No,Yes,"Two Year",No,"Bank Withdrawal",54.65,2553.70,0.00,0.00,2034.45,4588.15,Stayed,,
1723-HKXJQ,Male,64,No,0,"San Diego",92120,32.80786700,-117.06099300,0,42,None,Yes,18.79,Yes,Yes,"Fiber Optic",16.00,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",101.75,4273.45,0.00,0.00,789.18,5062.63,Churned,Other,"Don't know"
1724-BQUHA,Male,67,No,0,"Los Gatos",95032,37.23303400,-121.94742700,0,5,None,Yes,45.72,No,Yes,"Fiber Optic",6.00,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.50,477.70,0.00,0.00,228.60,706.30,Churned,Attitude,"Attitude of support person"
1725-IQNIY,Male,34,Yes,0,"San Bernardino",92401,34.10593500,-117.29140000,1,54,None,Yes,42.09,No,Yes,"Fiber Optic",9.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",109.75,6110.20,0.00,0.00,2272.86,8383.06,Churned,Competitor,"Competitor had better devices"
1728-BQDMA,Female,22,No,0,Penryn,95663,38.85909300,-121.18287200,0,2,"Offer E",Yes,18.70,No,Yes,DSL,59.00,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",44.45,82.70,0.00,0.00,37.40,120.10,Joined,,
1728-CXQBE,Male,79,Yes,0,Glenn,95943,39.59797500,-122.03224800,9,64,"Offer B",Yes,23.33,Yes,Yes,"Fiber Optic",29.00,No,Yes,Yes,No,No,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",94.25,6081.40,0.00,0.00,1493.12,7574.52,Stayed,,
1730-VFMWO,Female,33,Yes,0,Petaluma,94952,38.23701800,-122.77872000,6,34,None,Yes,40.67,No,Yes,DSL,7.00,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",50.20,1815.30,0.00,0.00,1382.78,3198.08,Stayed,,
1730-ZMAME,Female,74,No,0,Ontario,91762,34.05725600,-117.66767700,0,32,None,Yes,48.62,No,Yes,"Fiber Optic",12.00,No,No,No,No,No,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",79.50,2665.00,0.00,0.00,1555.84,4220.84,Stayed,,
1731-TVIUK,Female,47,No,0,Temecula,92592,33.50725500,-117.02947300,0,4,"Offer E",Yes,7.39,Yes,Yes,"Fiber Optic",4.00,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",93.50,362.20,0.00,0.00,29.56,391.76,Churned,Competitor,"Competitor made better offer"
1732-FEKLD,Female,30,No,0,"Newport Beach",92662,33.60633600,-117.89304200,0,54,"Offer B",Yes,37.65,Yes,Yes,"Fiber Optic",30.00,No,Yes,Yes,No,Yes,No,No,No,"One Year",Yes,"Bank Withdrawal",94.75,5121.75,0.00,70.00,2033.10,7224.85,Stayed,,
1732-VHUBQ,Female,73,Yes,0,Escondido,92027,33.14126500,-116.96722100,1,47,None,Yes,26.95,No,Yes,"Fiber Optic",26.00,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",70.55,3309.25,26.99,0.00,1266.65,4548.91,Churned,Competitor,"Competitor made better offer"
1741-WTPON,Male,42,Yes,3,Westport,95488,39.72443300,-123.76757800,8,56,"Offer B",Yes,40.86,Yes,Yes,"Fiber Optic",27.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",115.85,6567.90,0.00,0.00,2288.16,8856.06,Stayed,,
1746-TGTWV,Male,32,Yes,0,Whittier,90604,33.92970400,-118.01208000,1,1,"Offer E",Yes,38.89,No,Yes,"Fiber Optic",9.00,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",75.35,75.35,0.00,0.00,38.89,114.24,Joined,,
1750-CSKKM,Male,40,No,3,"Imperial Beach",91932,32.57913400,-117.11900900,0,9,"Offer E",Yes,41.02,No,Yes,DSL,27.00,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",55.35,449.75,0.00,0.00,369.18,818.93,Churned,Competitor,"Competitor had better devices"
1751-NCDLI,Male,74,Yes,0,Castroville,95012,36.78448100,-121.75905400,6,46,None,Yes,4.20,Yes,Yes,"Fiber Optic",22.00,No,No,Yes,No,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",98.85,4564.90,0.00,0.00,193.20,4758.10,Stayed,,
1752-OZXFY,Male,39,Yes,0,Lockwood,93932,35.98979200,-121.05593300,6,60,"Offer B",Yes,15.24,No,Yes,DSL,16.00,Yes,No,No,No,Yes,No,No,Yes,"One Year",Yes,"Credit Card",59.80,3561.15,0.00,0.00,914.40,4475.55,Stayed,,
1754-GKYPY,Male,65,Yes,0,Carson,90746,33.85917100,-118.25227200,8,22,None,Yes,22.38,No,Yes,"Fiber Optic",14.00,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.75,1938.90,0.00,0.00,492.36,2431.26,Stayed,,
1761-AEZZR,Male,59,No,0,Guinda,95637,38.83073900,-122.19620200,0,1,None,Yes,4.04,No,Yes,"Fiber Optic",6.00,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.55,79.55,0.00,0.00,4.04,83.59,Churned,Other,"Don't know"
1763-WQFUK,Male,45,No,0,Riverside,92503,33.89004600,-117.45558300,0,3,None,Yes,26.38,No,Yes,DSL,25.00,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,"Mailed Check",50.50,147.75,0.00,0.00,79.14,226.89,Joined,,
1766-GKNMI,Male,56,No,0,Bakersfield,93307,35.28011300,-118.96232900,0,29,None,Yes,9.49,Yes,Yes,"Fiber Optic",21.00,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",84.90,2516.20,47.04,0.00,275.21,2744.37,Stayed,,
1767-TGTKO,Female,30,Yes,2,"Dana Point",92629,33.47792300,-117.70531400,0,8,"Offer E",Yes,5.09,No,Yes,DSL,51.00,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",45.45,411.75,0.00,0.00,40.72,452.47,Stayed,,
1768-HNVGJ,Female,80,No,0,"Mountain View",94043,37.41972500,-122.06294700,0,45,"Offer B",Yes,18.46,Yes,Yes,Cable,3.00,Yes,No,No,Yes,No,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",70.05,3062.45,0.00,0.00,830.70,3893.15,Stayed,,
1769-GRUIK,Female,19,No,0,Gridley,95948,39.34689800,-121.75953700,0,18,"Offer D",Yes,2.76,No,Yes,"Fiber Optic",26.00,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",71.10,1247.75,0.00,150.00,49.68,1447.43,Stayed,,
1771-OADNZ,Male,70,Yes,0,"Pauma Valley",92061,33.31382800,-116.94050100,1,29,"Offer C",Yes,35.38,Yes,Yes,"Fiber Optic",21.00,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",95.90,2745.20,0.00,50.00,1026.02,3821.22,Churned,Price,"Extra data charges"
1775-KWJKQ,Male,41,Yes,0,"Santa Barbara",93105,34.03734200,-119.80079000,5,72,None,Yes,26.96,Yes,Yes,DSL,9.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",89.85,6562.90,12.55,0.00,1941.12,8491.47,Stayed,,
1779-PWPMG,Female,73,Yes,0,"San Jose",95139,37.21870500,-121.76242900,1,72,"Offer A",Yes,4.59,Yes,Yes,"Fiber Optic",27.00,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",114.65,8333.95,0.00,0.00,330.48,8664.43,Stayed,,
1784-EZDKJ,Male,31,Yes,0,Hemet,92544,33.64458500,-116.87154400,3,51,"Offer B",Yes,29.40,Yes,Yes,"Fiber Optic",21.00,No,Yes,Yes,No,Yes,Yes,Yes,No,"One Year",Yes,"Bank Withdrawal",106.80,5498.80,0.00,140.00,1499.40,7138.20,Stayed,,
1785-BPHTP,Male,64,Yes,2,"Santa Monica",90403,34.03152900,-118.49115600,6,28,None,Yes,3.18,No,Yes,"Fiber Optic",12.00,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",85.45,2289.90,0.00,0.00,89.04,2378.94,Stayed,,
1791-PQHBB,Female,28,No,2,"El Dorado",95623,38.63153000,-120.84260900,0,2,"Offer E",Yes,32.06,No,Yes,Cable,52.00,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",61.20,125.95,0.00,0.00,64.12,190.07,Joined,,
1792-UXAFY,Female,80,No,0,"San Jose",95110,37.34667000,-121.91001900,0,17,"Offer D",Yes,30.37,No,Yes,"Fiber Optic",28.00,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.15,1496.90,0.00,0.00,516.29,2013.19,Churned,Dissatisfaction,"Service dissatisfaction"
1794-HBQTJ,Female,22,No,0,Corcoran,93212,36.04533000,-119.53242400,0,1,"Offer E",Yes,6.54,No,Yes,Cable,52.00,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",48.60,48.60,0.00,0.00,6.54,55.14,Churned,Dissatisfaction,"Poor expertise of phone support"
1794-SWWKL,Male,22,Yes,2,Dorris,96023,41.94921600,-122.05006200,6,15,"Offer D",Yes,24.36,Yes,Yes,DSL,59.00,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",59.65,867.10,32.65,0.00,365.40,1199.85,Stayed,,
1803-BGNBD,Female,59,No,0,"Santa Monica",90402,34.03584900,-118.50350800,0,12,"Offer D",Yes,37.63,No,Yes,DSL,26.00,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",54.30,654.50,0.00,130.00,451.56,1236.06,Stayed,,
1809-DMJHQ,Female,56,No,1,"Newport Beach",92660,33.63462600,-117.87488200,0,5,None,Yes,23.89,No,Yes,DSL,14.00,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Mailed Check",46.00,221.70,0.00,0.00,119.45,341.15,Churned,Competitor,"Competitor had better devices"
1810-BOHSY,Male,63,Yes,0,Vacaville,95687,38.33313300,-121.92015100,7,51,"Offer B",Yes,35.00,Yes,Yes,"Fiber Optic",8.00,Yes,Yes,No,No,No,Yes,Yes,Yes,"One Year",Yes,"Credit Card",96.40,4911.05,0.00,0.00,1785.00,6696.05,Stayed,,
1810-MVMAI,Male,31,Yes,1,"San Jose",95113,37.33385100,-121.89114700,4,30,"Offer C",Yes,48.04,Yes,Yes,Cable,19.00,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",67.60,2000.20,0.00,0.00,1441.20,3441.40,Stayed,,
1813-JYWTO,Female,59,Yes,0,Shandon,93461,35.63448800,-120.29353400,4,72,None,Yes,6.23,Yes,Yes,"Fiber Optic",27.00,Yes,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",80.45,5737.60,0.00,130.00,448.56,6316.16,Stayed,,
1818-ESQMW,Female,31,No,0,"San Joaquin",93660,36.60019300,-120.15339300,0,27,"Offer C",Yes,39.62,No,Yes,"Fiber Optic",2.00,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.20,2383.60,0.00,0.00,1069.74,3453.34,Stayed,,
1820-TQVEV,Male,27,No,0,Madera,93638,37.00406800,-119.93002700,0,1,"Offer E",Yes,49.43,No,Yes,"Fiber Optic",48.00,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",69.55,69.55,0.00,0.00,49.43,118.98,Churned,Attitude,"Attitude of support person"
1821-BUCWY,Male,35,No,0,Valyermo,93563,34.39583000,-117.73456800,0,30,"Offer C",Yes,47.06,No,Yes,Cable,24.00,Yes,No,Yes,No,No,No,No,Yes,"Two Year",Yes,"Mailed Check",55.65,1653.85,0.00,0.00,1411.80,3065.65,Stayed,,
1830-GGFNM,Male,35,Yes,2,Somerset,95684,38.60670300,-120.58665900,6,65,"Offer B",Yes,19.53,Yes,Yes,"Fiber Optic",19.00,Yes,Yes,Yes,Yes,No,No,No,Yes,"Two Year",No,"Credit Card",94.55,6078.75,0.00,0.00,1269.45,7348.20,Stayed,,
1832-PEUTS,Male,23,Yes,2,"San Bernardino",92410,34.10692200,-117.29755300,4,62,"Offer B",Yes,37.75,Yes,Yes,"Fiber Optic",73.00,No,No,Yes,No,Yes,No,No,Yes,"Two Year",Yes,"Credit Card",89.10,5411.65,0.00,0.00,2340.50,7752.15,Stayed,,
1833-TCXKK,Male,50,Yes,0,"San Bernardino",92408,34.08490900,-117.25810700,0,45,"Offer B",Yes,29.81,Yes,Yes,"Fiber Optic",27.00,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",107.75,4882.80,0.00,0.00,1341.45,6224.25,Stayed,,
1833-VGRUM,Female,70,No,0,Perris,92570,33.78729800,-117.32067600,0,1,"Offer E",Yes,48.95,Yes,Yes,"Fiber Optic",23.00,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.20,74.20,0.00,0.00,48.95,123.15,Churned,Price,"Price too high"
1834-ABKHQ,Female,59,Yes,2,"Upper Lake",95485,39.22036800,-122.90769300,2,52,"Offer B",Yes,10.03,No,Yes,Cable,29.00,No,No,Yes,No,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",50.95,2610.65,0.00,0.00,521.56,3132.21,Stayed,,
1840-BIUOG,Male,23,No,0,Hayward,94545,37.62984000,-122.12084300,0,20,None,Yes,32.50,Yes,Yes,DSL,52.00,No,Yes,No,Yes,Yes,No,No,Yes,"One Year",Yes,"Bank Withdrawal",68.70,1416.20,0.00,0.00,650.00,2066.20,Stayed,,
1841-YSJGV,Male,58,Yes,0,"South El Monte",91733,34.04622000,-118.05375300,9,72,"Offer A",Yes,40.78,Yes,Yes,"Fiber Optic",22.00,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",109.95,7852.40,0.00,0.00,2936.16,10788.56,Stayed,,
1842-EZJMK,Male,28,Yes,0,Orangevale,95662,38.68917400,-121.21843500,1,50,"Offer B",Yes,34.14,Yes,Yes,"Fiber Optic",69.00,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",103.70,5071.05,36.61,0.00,1707.00,6741.44,Churned,Competitor,"Competitor had better devices"
1845-CSBRZ,Female,71,Yes,1,Pomona,91766,34.04228600,-117.75610600,7,22,"Offer D",Yes,40.19,Yes,Yes,"Fiber Optic",27.00,No,No,No,No,Yes,No,No,Yes,"Two Year",No,"Bank Withdrawal",85.35,1961.60,0.00,0.00,884.18,2845.78,Stayed,,
1845-ZLLIG,Male,45,No,0,Woodbridge,95258,38.16960500,-121.31096400,0,1,"Offer E",Yes,20.30,No,Yes,DSL,16.00,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",50.15,50.15,0.00,0.00,20.30,70.45,Joined,,
1846-XWOQN,Female,80,No,0,Bradley,93426,35.84288900,-121.00486200,0,1,None,Yes,47.97,No,Yes,"Fiber Optic",8.00,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",70.15,70.15,0.00,0.00,47.97,118.12,Churned,Competitor,"Competitor made better offer"
1848-LBZHY,Female,19,Yes,0,Downey,90242,33.92179300,-118.14058800,7,7,None,Yes,33.24,No,Yes,DSL,53.00,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",50.30,355.10,0.00,0.00,232.68,587.78,Stayed,,
1849-RJYIG,Female,43,No,0,Sunnyvale,94087,37.35110000,-122.03731100,0,8,None,Yes,46.78,No,Yes,DSL,24.00,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",60.00,487.75,0.00,0.00,374.24,861.99,Stayed,,
1852-XEMDW,Male,20,No,0,"Mad River",95552,40.39030100,-123.41232700,0,22,"Offer D",Yes,43.78,Yes,Yes,DSL,47.00,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,"Credit Card",65.05,1427.55,0.00,10.00,963.16,2400.71,Stayed,,
1853-UDXBW,Male,38,Yes,0,Samoa,95564,40.80963600,-124.18997700,1,1,None,Yes,38.80,No,Yes,"Fiber Optic",4.00,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",70.00,70.00,0.00,0.00,38.80,108.80,Churned,Price,"Price too high"
1855-AGAWH,Male,27,Yes,0,Bell,90201,33.97034300,-118.17136800,2,31,None,Yes,36.69,No,Yes,"Fiber Optic",52.00,No,No,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",93.80,2939.80,0.00,0.00,1137.39,4077.19,Stayed,,
1866-NXPSP,Female,48,No,0,Arcata,95521,40.83995800,-124.00375700,0,36,None,Yes,32.00,No,Yes,Cable,23.00,Yes,Yes,Yes,Yes,No,Yes,Yes,No,"One Year",Yes,"Credit Card",75.55,2680.15,0.00,100.00,1152.00,3932.15,Stayed,,
1866-OBPNR,Male,28,Yes,1,Sacramento,95833,38.61904900,-121.51755200,5,1,None,Yes,42.99,No,Yes,"Fiber Optic",59.00,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",74.60,74.60,0.00,0.00,42.99,117.59,Joined,,
1866-RZZQS,Male,77,No,0,Redlands,92373,34.00324300,-117.13828600,0,41,"Offer B",Yes,42.06,Yes,Yes,"Fiber Optic",21.00,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",98.40,4187.75,0.00,0.00,1724.46,5912.21,Churned,Competitor,"Competitor had better devices"
1867-BDVFH,Male,35,Yes,0,"Los Angeles",90056,33.98794500,-118.37044200,1,11,"Offer D",Yes,9.14,Yes,Yes,"Fiber Optic",19.00,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.35,834.20,0.00,0.00,100.54,934.74,Churned,Competitor,"Competitor made better offer"
1867-TJHTS,Female,47,No,0,Sacramento,95817,38.55072200,-121.45731400,0,58,None,Yes,22.71,Yes,Yes,"Fiber Optic",14.00,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.80,4526.85,0.00,0.00,1317.18,5844.03,Stayed,,
1871-MOWRM,Male,57,Yes,0,Woodacre,94973,38.00583900,-122.63815500,3,12,None,Yes,18.26,No,Yes,"Fiber Optic",18.00,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",80.85,866.45,23.72,0.00,219.12,1061.85,Churned,Competitor,"Competitor offered more data"
1875-QIVME,Female,26,Yes,3,Tujunga,91042,34.29657400,-118.24483900,1,2,"Offer E",Yes,11.51,Yes,Yes,"Fiber Optic",53.00,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",104.40,242.80,45.44,0.00,23.02,220.38,Churned,Attitude,"Attitude of support person"
1877-HKBQX,Female,21,No,0,Cerritos,90703,33.86810000,-118.06740200,0,11,"Offer D",Yes,1.16,No,Yes,DSL,41.00,Yes,No,No,Yes,No,No,No,Yes,"One Year",Yes,"Mailed Check",54.60,617.85,0.00,0.00,12.76,630.61,Stayed,,
1891-FZYSA,Male,65,Yes,0,Piercy,95587,39.95558700,-123.68117500,1,69,None,Yes,16.34,Yes,Yes,"Fiber Optic",4.00,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",89.95,6143.15,6.79,110.00,1127.46,7373.82,Churned,Competitor,"Competitor had better devices"
1891-QRQSA,Male,71,Yes,0,Downey,90241,33.94088400,-118.12862800,9,64,"Offer B",Yes,16.33,Yes,Yes,"Fiber Optic",10.00,Yes,No,Yes,Yes,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",111.60,7099.00,0.00,0.00,1045.12,8144.12,Stayed,,
1891-UAWWU,Female,79,Yes,0,Johannesburg,93528,35.36333900,-117.63764100,1,20,None,Yes,4.77,Yes,Yes,"Fiber Optic",17.00,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",90.80,1951.00,0.00,0.00,95.40,2046.40,Churned,Competitor,"Competitor had better devices"
1894-IGFSG,Female,38,No,0,Lancaster,93535,34.71270800,-117.88965600,0,22,None,Yes,18.01,No,Yes,"Fiber Optic",2.00,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",89.25,1907.85,0.00,0.00,396.22,2304.07,Churned,Competitor,"Competitor had better devices"
1895-QTKDO,Female,38,No,0,"San Jacinto",92583,33.79656800,-116.92472300,0,1,None,Yes,45.59,No,Yes,DSL,5.00,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",43.95,43.95,0.00,0.00,45.59,89.54,Joined,,
1897-OKVMW,Female,44,Yes,1,Lathrop,95330,37.80821000,-121.30840100,3,64,None,Yes,37.00,Yes,Yes,DSL,19.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Mailed Check",90.60,5817.45,0.00,0.00,2368.00,8185.45,Stayed,,
1898-JSNDC,Female,23,No,0,"Elk Grove",95758,38.35363000,-121.44195000,0,39,"Offer C",Yes,48.17,No,Yes,DSL,58.00,No,Yes,No,No,Yes,No,No,Yes,"One Year",Yes,"Credit Card",58.60,2224.50,0.00,0.00,1878.63,4103.13,Stayed,,
1899-VXWXM,Male,55,No,0,"San Diego",92130,32.95719500,-117.20254200,0,48,None,Yes,24.73,Yes,Yes,"Fiber Optic",4.00,No,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",106.10,5082.80,0.00,0.00,1187.04,6269.84,Churned,Other,"Don't know"
1902-XBTFB,Male,39,No,0,"North Hollywood",91605,34.20729500,-118.40002200,0,22,"Offer D",Yes,39.58,No,Yes,"Fiber Optic",12.00,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.40,2001.50,0.00,0.00,870.76,2872.26,Churned,Dissatisfaction,"Lack of self-service on Website"
1904-WAJAA,Female,23,Yes,3,Coronado,92118,32.68674000,-117.18661200,0,24,"Offer C",Yes,46.54,Yes,Yes,DSL,85.00,Yes,Yes,Yes,No,No,No,No,Yes,"Two Year",No,"Bank Withdrawal",64.35,1558.65,0.00,0.00,1116.96,2675.61,Stayed,,
1907-UBQFC,Male,69,No,0,"San Francisco",94108,37.79199800,-122.40865300,0,10,None,Yes,5.46,No,Yes,"Fiber Optic",24.00,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",72.85,688.65,0.00,30.00,54.60,773.25,Churned,Competitor,"Competitor had better devices"
1907-YLNYW,Male,47,No,0,Gasquet,95543,41.86790800,-123.79414400,0,8,None,Yes,41.13,No,Yes,DSL,27.00,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",66.70,579.00,0.00,0.00,329.04,908.04,Stayed,,
1910-FMXJM,Female,59,Yes,0,Colton,92324,34.03091500,-117.27320100,8,36,None,Yes,49.33,No,Yes,"Fiber Optic",23.00,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",80.40,2937.65,0.00,0.00,1775.88,4713.53,Stayed,,
1915-IOFGU,Female,53,No,0,Keene,93531,35.21498200,-118.59049000,0,1,None,Yes,41.39,No,Yes,"Fiber Optic",3.00,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",70.50,70.50,0.00,0.00,41.39,111.89,Churned,Competitor,"Competitor offered higher download speeds"
1918-ZBFQJ,Female,48,No,3,Glendale,91206,34.16251500,-118.20386900,0,13,None,Yes,33.54,No,Yes,"Fiber Optic",76.00,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.25,1111.65,48.25,0.00,436.02,1499.42,Churned,Competitor,"Competitor had better devices"
1919-RTPQD,Male,42,Yes,1,"Fish Camp",93623,37.48353500,-119.67941400,7,7,"Offer E",Yes,28.70,No,Yes,DSL,17.00,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",44.75,333.65,0.00,0.00,200.90,534.55,Stayed,,
1921-KYSAY,Female,36,No,0,Olivehurst,95961,39.08256800,-121.55325000,0,41,None,Yes,36.93,Yes,Yes,DSL,30.00,No,No,Yes,Yes,No,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",68.60,2877.05,0.00,0.00,1514.13,4391.18,Stayed,,
1925-TIBLE,Female,62,Yes,0,"Los Angeles",90049,34.09182900,-118.49124400,1,7,None,Yes,22.61,Yes,Yes,"Fiber Optic",11.00,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",86.50,582.50,0.00,20.00,158.27,760.77,Churned,Competitor,"Competitor offered higher download speeds"
1928-BXYIV,Male,47,No,0,Placerville,95667,38.73371400,-120.79521300,0,1,"Offer E",Yes,17.07,Yes,Yes,DSL,3.00,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",61.15,61.15,0.00,0.00,17.07,78.22,Joined,,
1930-QPBVZ,Male,31,Yes,2,Laytonville,95454,39.80614100,-123.53109800,3,68,"Offer A",Yes,9.29,No,Yes,"Fiber Optic",18.00,Yes,Yes,No,Yes,No,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",95.10,6683.40,0.00,0.00,631.72,7315.12,Stayed,,
1930-WNXSB,Male,38,Yes,1,Covina,91724,34.08111000,-117.85393500,1,58,None,Yes,47.69,No,Yes,"Fiber Optic",24.00,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",92.85,5305.05,0.00,0.00,2766.02,8071.07,Stayed,,
1932-UEDCX,Male,79,Yes,0,Manchester,95459,38.96671300,-123.58641200,6,33,None,Yes,44.10,Yes,Yes,"Fiber Optic",22.00,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",100.60,3270.25,0.00,0.00,1455.30,4725.55,Stayed,,
1935-IMVBB,Male,43,Yes,0,"San Diego",92107,32.74185200,-117.24345300,1,56,None,Yes,3.79,No,Yes,"Fiber Optic",14.00,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Credit Card",89.70,4952.95,41.66,0.00,212.24,5123.53,Stayed,,
